Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
834,Yoann Etienne\a59d55b1,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,38,29,9,0,0,12,0,2,0,0,0,0,14,9,15,21,3,3,9,1,24,0,4,2,2,Matches
835,Xabier Etxeita\4a895384,es ESP,DF,Getafe,es La Liga,32,1987,9.8,289,274,15,14,0,33,13,0,0,0,0,0,147,35,107,91,151,34,1,0,195,0,13,4,5,Matches
836,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,1764,1723,41,37,0,201,32,2,0,0,0,0,1285,155,324,629,984,97,4,3,1544,2,28,30,7,Matches
837,Edu Expósito\283c7121,es ESP,MF,Eibar,es La Liga,23,1996,27.3,1179,1117,62,21,1,213,46,36,35,15,17,3,738,174,267,202,852,87,5,4,879,6,30,37,32,Matches
838,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Fiorentina,it Serie A,28,1992,8.1,356,332,24,9,0,58,21,18,12,6,4,0,231,41,84,61,279,6,3,1,264,1,9,13,16,Matches
839,Eberechi Eze\ae4fc6a4,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,28.4,1158,1037,121,37,2,191,31,26,63,18,24,8,894,102,162,162,961,17,5,1,918,8,12,34,32,Matches
840,Jokin Ezkieta\0f7dbaf6,es ESP,GK,Athletic Club,es La Liga,23,1996,1.0,24,16,8,1,0,0,0,0,0,0,0,0,18,2,4,2,16,0,0,6,21,0,1,0,0,Matches
841,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,35,1985,35.0,1002,634,368,97,0,51,28,0,0,0,0,0,294,57,651,36,741,2,0,141,606,5,39,6,2,Matches
842,Fabinho\7f3b388c,br BRA,DFMF,Liverpool,eng Premier League,26,1993,28.5,2049,2001,48,42,3,188,37,2,0,0,0,0,1662,146,241,142,1796,58,6,8,1867,1,14,17,8,Matches
843,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,864,676,188,14,1,79,13,22,1,0,0,1,465,175,224,221,399,43,173,3,668,2,19,20,31,Matches
844,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,33,1987,9.7,812,716,96,33,4,103,42,15,56,22,20,6,527,102,183,110,655,27,5,6,643,2,10,15,16,Matches
845,Bandiougou Fadiga\45bb4303,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,2001,0.7,34,33,1,1,1,6,0,1,0,0,0,0,33,0,1,9,24,1,0,0,33,1,0,0,0,Matches
846,Bandiougou Fadiga\45bb4303,fr FRA,MF,Brest,fr Ligue 1,19,2001,0.5,29,27,2,2,0,3,1,1,0,0,0,0,25,1,3,5,24,0,0,0,25,0,1,0,0,Matches
847,Wout Faes\9c221d14,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,1623,1592,31,26,1,135,65,1,0,0,0,0,1249,129,245,188,1327,75,5,2,1418,4,25,23,10,Matches
848,Nicolò Fagioli\366be751,it ITA,MF,Juventus,it Serie A,19,2001,0.2,18,17,1,0,0,1,1,0,1,0,1,0,16,0,2,1,17,0,0,0,17,0,0,0,1,Matches
849,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,31,1988,20.8,825,562,263,79,0,47,22,0,0,0,0,0,394,30,401,74,591,0,0,116,541,3,11,5,1,Matches
850,Romain Faivre\745ca0a3,fr FRA,MFFW,Brest,fr Ligue 1,22,1998,32.1,1482,1316,166,57,3,190,56,46,88,47,18,9,1061,182,239,1231,196,24,13,2,1188,5,21,41,39,Matches
851,Fali\72a84002,es ESP,DFMF,Cádiz,es La Liga,26,1993,29.3,715,650,65,56,3,86,46,13,0,0,0,0,374,86,255,153,491,48,7,2,505,2,23,13,10,Matches
852,Iago Falque\440c84ed,es ESP,MFFW,Benevento,it Serie A,30,1990,4.0,208,189,19,6,1,38,9,14,9,4,2,2,136,20,52,176,27,2,2,0,156,0,4,2,6,Matches
853,Andri Fannar Baldursson\61f2f56a,is ISL,MF,Bologna,it Serie A,18,2002,2.4,70,69,1,1,0,10,1,0,0,0,0,0,52,10,8,18,47,2,0,0,55,0,2,3,0,Matches
854,Paolo Faragò\9085dd7c,it ITA,DFMF,Cagliari,it Serie A,27,1993,4.1,225,185,40,3,1,26,3,7,1,1,0,0,125,51,49,56,122,7,36,1,187,0,5,4,5,Matches
855,Paolo Faragò\9085dd7c,it ITA,DF,Bologna,it Serie A,27,1993,0.3,13,12,1,0,0,1,0,1,0,0,0,0,12,1,0,4,8,0,1,0,11,0,0,0,1,Matches
856,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,1492,1217,275,34,2,171,22,50,1,1,0,0,712,339,441,138,1040,43,240,3,1077,10,41,65,50,Matches
857,Mohamed Fares\b7a5bc86,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,555,490,65,7,0,55,12,47,0,0,0,0,336,123,96,412,62,12,58,3,426,2,10,6,24,Matches
858,Diego Farias\157d29b6,br BRA,FW,Spezia,it Serie A,30,1990,16.8,660,647,13,4,2,117,16,25,4,0,1,0,523,75,62,48,586,12,5,4,537,3,3,25,22,Matches
859,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,22,1998,1.2,27,17,10,1,0,1,1,0,0,0,0,0,14,0,13,2,18,0,0,3,17,0,2,1,0,Matches
860,Noah Fatar\2693f6bc,fr FRA,FWMF,Angers,fr Ligue 1,18,2002,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,8,1,0,0,0,7,0,0,0,0,Matches
861,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,205,196,9,1,1,35,0,5,5,3,0,0,177,15,13,15,183,2,1,3,174,0,0,5,7,Matches
862,Julien Faussurier\767212e6,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,610,485,125,9,1,48,34,44,6,1,2,0,302,130,178,39,425,27,110,1,466,0,16,16,27,Matches
863,Andrea Favilli\44510fde,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,82,77,5,0,0,30,2,0,0,0,0,0,51,20,11,49,19,5,0,3,60,0,2,1,3,Matches
864,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,33,1987,4.5,307,298,9,7,1,32,9,2,0,0,0,0,239,26,42,55,231,8,2,0,269,0,4,10,4,Matches
865,Nabil Fekir\bece776f,fr FRA,MFFW,Betis,es La Liga,27,1993,29.1,1324,1167,157,40,6,239,53,56,81,22,34,2,1015,113,196,1109,169,13,12,2,1070,7,26,22,32,Matches
866,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,1027,992,35,29,1,120,29,2,0,0,0,0,780,71,176,155,759,63,6,4,889,3,20,4,5,Matches
867,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,23,1997,10.1,546,521,25,19,0,35,13,1,0,0,0,0,456,41,49,63,453,18,6,1,500,0,4,8,4,Matches
868,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,1443,1368,75,54,0,190,41,7,0,0,0,0,1049,142,252,1021,272,83,21,4,1215,2,17,15,25,Matches
869,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,20,1999,17.5,679,662,17,4,8,158,12,13,1,1,0,0,538,75,66,43,603,10,5,3,566,4,3,14,20,Matches
870,Zinedine Ferhat\005c0807,dz ALG,FWMF,Nîmes,fr Ligue 1,27,1993,32.9,1242,1159,83,14,11,221,45,83,41,16,10,7,737,232,273,69,1025,59,24,5,824,4,42,43,58,Matches
871,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,2283,2077,206,57,20,346,125,91,60,19,24,8,1501,278,504,164,1995,60,36,19,1702,17,44,71,99,Matches
872,Edimilson Fernandes\3bb625ac,ch SUI,MFDF,Mainz 05,de Bundesliga,24,1996,9.3,357,318,39,8,0,42,18,13,12,6,6,0,230,37,90,43,274,17,19,0,261,1,6,14,9,Matches
873,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,29,1991,29.0,921,650,271,66,0,66,25,0,0,0,0,0,539,61,321,67,677,3,0,150,698,1,16,10,3,Matches
874,Álex Fernández\aa677a35,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,898,741,157,67,0,150,46,41,75,28,33,6,539,116,243,171,664,35,8,2,667,5,11,20,23,Matches
875,Álvaro Fernández\f127d782,es ESP,GK,Huesca,es La Liga,22,1998,22.0,818,577,241,70,0,60,23,0,0,0,0,0,466,45,307,91,595,0,0,109,613,8,22,3,1,Matches
876,Andrés Fernández\307fcd26,es ESP,GK,Huesca,es La Liga,33,1986,16.0,566,400,166,45,0,65,15,0,0,0,0,0,289,16,261,42,432,0,0,70,386,6,19,1,2,Matches
877,Augusto Fernández\78c40e94,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,114,111,3,2,0,18,8,0,0,0,0,0,70,17,27,13,87,11,1,1,92,0,4,1,2,Matches
878,Carlos Fernández\e08647d6,es ESP,FW,Sevilla,es La Liga,24,1996,1.6,39,37,2,0,0,6,0,2,0,0,0,0,29,7,3,21,11,2,0,2,29,0,1,0,1,Matches
879,Carlos Fernández\e08647d6,es ESP,FWMF,Real Sociedad,es La Liga,24,1996,4.3,119,117,2,1,0,41,0,2,0,0,0,0,74,28,17,75,18,12,0,0,78,1,1,4,8,Matches
880,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,837,767,70,31,0,63,32,10,0,0,0,0,558,98,181,36,682,60,39,5,671,4,17,15,15,Matches
881,Joaquín Fernández\b86a64b2,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,763,734,29,28,0,89,24,1,0,0,0,0,492,80,191,107,570,56,1,4,622,0,23,13,7,Matches
882,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,1001,975,26,19,2,122,33,6,1,0,1,0,788,78,135,122,813,40,6,2,878,1,5,23,9,Matches
883,Fernando\41f32541,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,1537,1488,49,37,2,178,54,2,0,0,0,0,1199,160,178,162,1235,82,10,7,1391,3,20,11,8,Matches
884,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,485,423,62,16,0,48,11,4,0,0,0,0,323,66,96,60,358,11,45,2,413,2,4,10,9,Matches
885,David Ferreiro\8970907e,es ESP,MFFW,Huesca,es La Liga,32,1988,28.1,1096,925,171,68,0,198,83,112,88,29,38,1,600,131,365,119,915,34,12,5,720,10,28,28,50,Matches
886,Salvador Ferrer\eb76987d,es ESP,DF,Spezia,it Serie A,22,1998,13.2,903,731,172,18,1,103,26,46,1,0,0,0,462,180,261,37,654,47,153,1,684,1,15,20,40,Matches
887,Facundo Ferreyra\b39a793e,ar ARG,FW,Celta Vigo,es La Liga,29,1991,3.3,55,50,5,1,0,22,0,1,0,0,0,0,29,14,12,8,25,3,1,8,36,0,0,3,3,Matches
888,Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,28.6,1634,1594,40,34,3,196,88,15,1,0,0,1,1195,166,273,97,1464,43,5,7,1402,5,15,28,35,Matches
889,Marco Festa\c195ae4a,it ITA,GK,Crotone,it Serie A,28,1992,1.0,38,25,13,3,0,2,1,0,0,0,0,0,22,1,15,1,27,0,0,9,31,0,0,0,0,Matches
890,Fidel\eb82b6f1,es ESP,MFDF,Elche,es La Liga,30,1989,26.6,1236,1034,202,53,0,219,63,77,59,25,23,0,733,219,284,998,119,19,89,2,911,6,27,47,42,Matches
891,Sam Field\bd8a7d05,eng ENG,MF,West Brom,eng Premier League,22,1998,0.7,23,23,0,0,0,5,0,0,0,0,0,0,12,0,11,16,0,6,0,0,15,0,0,1,0,Matches
892,Alfreð Finnbogason\f9e7c4ac,is ISL,FW,Augsburg,de Bundesliga,31,1989,6.0,176,167,9,1,2,50,3,10,1,0,0,0,100,45,31,34,107,17,1,5,111,1,3,8,8,Matches
893,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,28,1991,31.5,1308,1266,42,3,8,287,9,32,2,0,0,0,1020,188,100,162,1066,39,15,12,1043,2,5,63,49,Matches
894,Junior Firpo\24f59bb2,es ESP,DF,Barcelona,es La Liga,23,1996,3.2,236,212,24,4,0,30,0,4,0,0,0,0,186,34,16,174,32,7,20,1,210,2,0,7,5,Matches
895,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,28.6,1213,1102,111,30,2,154,38,35,59,28,13,10,812,159,242,1048,91,45,6,15,946,3,16,28,24,Matches
896,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,27,1993,3.0,125,88,37,10,0,7,6,0,0,0,0,0,51,3,71,33,79,0,0,9,92,0,3,0,0,Matches
897,Florian Flick\9642c929,de GER,MF,Schalke 04,de Bundesliga,20,2000,4.0,110,104,6,5,0,32,2,0,0,0,0,0,77,15,18,7,98,3,0,0,91,0,2,2,4,Matches
898,Alexis Flips\caef7840,fr FRA,MF,Reims,fr Ligue 1,20,2000,0.5,15,13,2,1,0,5,5,4,1,1,0,0,7,2,6,0,15,0,0,0,8,0,4,1,0,Matches
899,Alessandro Florenzi\e288d4b3,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,1003,896,107,7,0,69,27,71,3,1,2,0,638,179,186,54,809,32,97,3,830,2,22,20,16,Matches
900,Kingsley Fobi\954c26c9,gh GHA,DF,Granada,es La Liga,21,1998,0.5,12,7,5,0,0,1,0,0,0,0,0,0,4,3,5,1,5,1,5,0,8,0,0,1,0,Matches
901,Phil Foden\ed1e53f3,eng ENG,FWMF,Manchester City,eng Premier League,20,2000,18.0,838,781,57,3,0,132,28,36,45,7,27,4,660,78,100,742,60,19,6,1,687,4,11,17,30,Matches
902,Mamadou Fofana\4c4ffacc,ml MLI,MFDF,Metz,fr Ligue 1,22,1998,11.9,449,436,13,13,0,58,8,0,0,0,0,0,331,40,78,72,348,26,0,1,377,0,7,9,6,Matches
903,Seko Fofana\5313ed43,ci CIV,MF,Lens,fr Ligue 1,25,1995,25.7,1250,1232,18,7,3,194,23,21,0,0,0,0,1051,88,111,228,950,37,4,8,1072,2,11,25,29,Matches
904,Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,eng Premier League,19,2000,25.1,1672,1587,85,38,2,146,38,1,0,0,0,0,1338,133,201,129,1398,53,47,2,1474,2,26,19,10,Matches
905,Wesley Fofana\132a82f1,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,3.5,184,175,9,4,0,16,2,1,0,0,0,0,134,21,29,5,162,9,5,0,148,3,4,1,3,Matches
906,Youssouf Fofana\822d51d7,fr FRA,MF,Monaco,fr Ligue 1,21,1999,31.9,1710,1655,55,36,4,228,64,12,17,5,11,0,1324,147,239,312,1339,42,2,3,1449,5,31,41,24,Matches
907,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,1929,1537,392,26,0,207,45,51,0,0,0,0,1154,454,321,151,1340,54,366,1,1537,4,41,62,60,Matches
908,Ramón Folch\dc56efc9,es ESP,MF,Elche,es La Liga,30,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
909,Lamine Fomba\2145368f,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,24.2,721,709,12,10,1,108,17,3,0,0,0,0,535,109,77,104,558,34,1,6,594,0,15,24,14,Matches
910,Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,100,90,10,10,0,7,5,0,0,0,0,0,74,8,18,59,36,2,0,1,89,0,3,0,2,Matches
911,José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,340,314,26,4,0,40,11,7,0,0,0,0,241,44,55,262,43,11,22,0,278,1,3,8,9,Matches
912,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,2336,2270,66,60,0,165,85,11,1,0,0,0,1875,141,320,231,1949,96,4,12,2117,3,28,15,18,Matches
913,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,it Serie A,30,1990,6.1,201,190,11,3,1,41,5,9,0,0,0,0,146,30,25,14,169,7,2,4,156,1,2,6,10,Matches
914,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,eng Premier League,24,1996,28.6,1102,1078,24,4,2,206,18,33,2,0,1,0,807,140,155,106,910,43,5,16,852,7,14,37,41,Matches
915,Emil Forsberg\9a2e0ccc,se SWE,FWMF,RB Leipzig,de Bundesliga,28,1991,17.1,603,542,61,11,7,125,19,13,29,6,20,1,438,74,91,50,505,18,3,19,467,2,13,19,24,Matches
916,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,32,1988,8.0,274,172,102,38,0,31,8,0,0,0,0,0,100,11,163,47,183,0,0,29,154,2,11,7,2,Matches
917,Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,de Bundesliga,25,1995,16.8,713,680,33,9,0,165,5,19,8,5,2,1,554,96,63,577,87,19,14,7,564,6,7,28,34,Matches
918,Steven Fortes\574aa9ec,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,924,892,32,30,0,87,30,1,0,0,0,0,752,53,119,139,718,47,2,2,815,0,19,15,8,Matches
919,Yassin Fortune\ddcc9e22,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,4,3,1,0,0,1,0,0,0,0,0,0,3,1,0,2,2,0,0,0,3,0,0,1,0,Matches
920,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Manchester Utd,eng Premier League,22,1998,0.9,75,71,4,0,0,8,0,5,0,0,0,0,62,7,6,8,60,1,4,1,65,0,1,1,2,Matches
921,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Leverkusen,de Bundesliga,22,1998,4.5,352,309,43,5,0,54,10,5,0,0,0,0,250,50,52,39,259,8,38,0,304,0,1,7,4,Matches
922,Daam Foulon\658d44be,be BEL,DF,Benevento,it Serie A,21,1999,11.3,458,360,98,17,0,41,6,20,2,0,2,0,272,80,106,303,51,18,79,0,338,1,18,7,21,Matches
923,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,es La Liga,27,1993,29.6,1093,761,332,8,0,142,17,33,0,0,0,0,476,328,289,99,608,46,323,3,833,2,29,18,50,Matches
924,Juan Foyth\6c7762c3,ar ARG,DFMF,Villarreal,es La Liga,22,1998,13.0,734,669,65,21,2,115,16,2,0,0,0,0,551,94,89,70,561,33,44,4,650,0,9,10,11,Matches
925,Gianluca Frabotta\d80b1835,it ITA,DF,Juventus,it Serie A,21,1999,7.7,484,416,68,8,1,50,7,31,1,0,0,0,319,101,64,367,37,11,59,0,403,1,13,8,17,Matches
926,Raphael Framberger\626fab5f,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,738,559,179,10,1,126,15,42,0,0,0,0,314,246,178,17,488,47,169,2,488,4,25,26,40,Matches
927,Tyrese Francois\6722d4f0,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,15,13,2,0,0,2,0,0,0,0,0,0,13,1,1,12,1,0,2,0,14,0,0,0,1,Matches
928,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,eng Premier League,26,1994,10.3,369,305,64,10,1,49,19,52,45,10,24,6,198,55,116,55,276,23,7,3,243,1,2,6,19,Matches
929,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,27,1993,26.6,1763,1704,59,51,6,242,57,7,0,0,0,0,1424,179,160,1231,493,21,7,4,1555,3,21,44,41,Matches
930,Ryan Fredericks\c067631c,eng ENG,DFFW,West Ham,eng Premier League,27,1992,6.3,279,242,37,4,0,29,1,18,0,0,0,0,157,47,75,19,197,26,33,0,203,0,4,3,12,Matches
931,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,28,1992,30.1,2124,2032,92,70,2,244,43,18,2,0,0,0,1726,181,217,292,1719,59,20,9,1876,4,18,43,26,Matches
932,Marco Friedl\f86ad3f5,at AUT,DF,Werder Bremen,de Bundesliga,22,1998,30.9,1676,1540,136,79,0,151,121,10,13,4,5,0,1100,158,418,1158,393,57,44,7,1360,3,31,28,26,Matches
933,Marvin Friedrich\b77f44a4,de GER,DF,Union Berlin,de Bundesliga,24,1995,34.0,1805,1761,44,36,1,217,53,9,0,0,0,0,1241,158,406,237,1429,74,8,9,1461,5,31,34,31,Matches
934,Jeremie Frimpong\74f2e748,nl NED,DFFW,Leverkusen,de Bundesliga,19,2000,4.8,279,238,41,1,0,34,2,16,0,0,0,0,197,51,31,26,207,4,40,0,232,1,1,6,13,Matches
935,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,es La Liga,23,1997,24.3,720,655,65,6,2,132,28,73,33,8,11,0,434,145,141,55,596,27,25,6,488,3,15,30,51,Matches
936,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,eng Premier League,34,1986,7.8,589,516,73,14,1,45,11,8,0,0,0,0,387,85,117,448,39,27,59,1,478,0,7,11,11,Matches
937,Angelo Fulgini\4b96c347,fr FRA,MF,Angers,fr Ligue 1,23,1996,30.3,1624,1502,122,43,15,297,58,44,56,12,24,10,1210,188,226,163,1393,28,6,19,1315,5,22,51,35,Matches
938,Niclas Füllkrug\4f16405e,de GER,FWMF,Werder Bremen,de Bundesliga,27,1993,9.7,259,248,11,0,0,84,4,3,0,0,0,0,101,78,80,32,129,43,4,9,151,1,2,11,17,Matches
939,Ramiro Funes Mori\89cbc961,ar ARG,DF,Villarreal,es La Liga,29,1991,8.1,477,458,19,9,0,51,7,2,0,0,0,0,376,35,66,207,234,16,10,2,420,3,9,8,5,Matches
940,Darnell Furlong\3ec9195b,eng ENG,DF,West Brom,eng Premier League,24,1995,32.6,1177,873,304,17,0,181,31,74,1,0,0,1,395,281,501,32,671,91,286,2,700,7,43,24,47,Matches
941,Daniel Fuzato\82328faf,br BRA,GK,Roma,it Serie A,23,1997,5.0,153,106,47,16,0,19,2,0,0,0,0,0,91,8,54,11,114,0,0,28,113,0,4,1,0,Matches
942,Baptiste Gabard\bc224243,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2000,1.5,55,54,1,1,0,6,0,0,0,0,0,0,49,1,5,42,11,1,0,0,43,0,0,6,2,Matches
943,Matteo Gabbia\c235e803,it ITA,DF,Milan,it Serie A,20,1999,6.2,357,348,9,8,0,26,10,0,0,0,0,0,291,25,41,53,271,19,1,1,331,0,2,1,1,Matches
944,Manolo Gabbiadini\8f866fe8,it ITA,FW,Sampdoria,it Serie A,28,1991,9.7,225,221,4,1,2,70,7,6,0,0,0,0,137,43,45,174,24,14,0,7,165,2,2,11,8,Matches
945,Mijat Gaćinović\16daec92,rs SRB,DFMF,Hoffenheim,de Bundesliga,25,1995,9.1,442,371,71,6,0,47,12,18,5,1,2,1,254,114,74,83,267,23,59,4,338,0,7,9,26,Matches
946,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,it Serie A,26,1994,13.7,612,598,14,12,0,115,20,13,1,0,0,0,480,65,67,62,515,16,1,3,526,2,7,14,11,Matches
947,Riccardo Gagliolo\173061c0,se SWE,DF,Parma,it Serie A,30,1990,21.7,1340,1189,151,38,0,106,34,39,0,0,0,0,839,191,310,847,324,41,112,5,1082,3,12,32,21,Matches
948,Adolfo Gaich\8dfed6e9,ar ARG,FW,Benevento,it Serie A,21,1999,8.5,141,134,7,0,1,39,1,3,1,0,0,0,77,46,18,7,101,17,0,7,90,1,3,3,8,Matches
949,Andrey Galabinov\0a1efd3c,bg BUL,FW,Spezia,it Serie A,31,1988,4.8,109,90,19,1,1,25,3,1,0,0,0,0,58,27,24,19,68,9,0,6,80,2,5,2,1,Matches
950,Javi Galán\a4b00319,es ESP,DF,Huesca,es La Liga,25,1994,34.1,1820,1430,390,38,0,198,51,104,23,12,6,1,1024,420,376,1366,75,41,329,1,1424,8,46,35,69,Matches
951,Conor Gallagher\c2731c10,eng ENG,MF,West Brom,eng Premier League,20,2000,28.1,953,901,52,15,0,180,28,32,25,13,3,4,648,116,189,94,786,48,2,4,742,2,14,32,28,Matches
952,Enric Gallego\82e9b89d,es ESP,FW,Osasuna,es La Liga,33,1986,9.0,275,264,11,0,1,104,5,8,0,0,0,0,103,94,78,121,24,42,0,12,159,0,11,6,14,Matches
953,Kévin Gameiro\42276181,fr FRA,FW,Valencia,es La Liga,33,1987,12.0,265,242,23,1,0,62,1,2,0,0,0,0,202,36,27,16,222,16,2,1,210,2,2,4,12,Matches
954,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Paris S-G,fr Ligue 1,30,1989,17.6,1691,1658,33,25,1,197,20,7,0,0,0,0,1527,81,83,125,1512,24,8,6,1569,2,9,32,11,Matches
955,Ignatius Ganago\23c63b7f,cm CMR,FW,Lens,fr Ligue 1,21,1999,14.5,283,256,27,0,1,71,5,17,1,0,0,0,193,57,33,31,210,20,2,3,203,0,7,13,11,Matches
956,Aleix García\a10361d2,es ESP,MF,Eibar,es La Liga,23,1997,4.9,271,250,21,7,0,33,22,3,13,9,4,0,192,26,53,40,211,11,1,2,225,1,5,3,3,Matches
957,Borja García\e7f4603c,es ESP,MFFW,Huesca,es La Liga,29,1990,12.4,561,545,16,4,3,100,13,9,2,0,1,0,400,92,69,48,484,17,0,5,477,6,3,9,17,Matches
958,Dani García\240d3a0b,es ESP,MF,Athletic Club,es La Liga,30,1990,21.3,1036,1002,34,27,1,161,46,5,0,0,0,0,689,128,219,154,779,65,4,3,866,3,25,16,12,Matches
959,David García\3e42f707,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,1298,1246,52,49,1,194,52,4,0,0,0,0,679,171,448,395,653,143,3,4,980,7,32,22,12,Matches
960,Eric García\2bed3eab,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,344,337,7,4,0,16,3,0,0,0,0,0,303,21,20,33,296,8,3,1,322,1,3,3,2,Matches
961,Manu García\05a4465d,es ESP,MF,Alavés,es La Liga,34,1986,12.5,389,378,11,4,0,90,10,7,0,0,0,0,238,52,99,208,110,34,4,3,278,2,7,12,10,Matches
962,Raúl García\b418dbd4,es ESP,FWMF,Athletic Club,es La Liga,34,1986,19.4,597,586,11,1,6,183,10,17,1,1,0,0,268,130,199,77,338,76,1,11,372,5,21,17,25,Matches
963,Raúl García\1a317a1b,es ESP,DFMF,Valladolid,es La Liga,31,1989,5.6,287,219,68,4,0,27,5,20,0,0,0,0,125,72,90,181,12,17,64,0,199,1,6,6,19,Matches
964,Rubén García\5c96b017,es ESP,MFFW,Osasuna,es La Liga,27,1993,30.2,1212,1069,143,52,0,214,87,91,57,22,26,3,631,210,371,893,140,96,28,7,803,7,48,44,54,Matches
965,Sergi García\a039d52e,es ESP,MF,Alavés,es La Liga,21,1999,0.2,8,5,3,0,0,2,0,0,0,0,0,0,4,3,1,0,6,0,2,0,5,0,0,0,0,Matches
966,Unai García\4a633cfe,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,421,393,28,27,0,58,27,3,0,0,0,0,260,46,115,33,344,30,1,3,330,1,15,1,8,Matches
967,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,1106,888,218,22,0,121,17,30,1,0,0,0,689,242,175,85,764,45,195,2,935,7,17,22,35,Matches
968,Manuel Gasparini\7033ca08,it ITA,GK,Udinese,it Serie A,18,2002,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,Matches
